TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,UNIT_NM,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,55-59 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,55-59 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,55-59 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,60-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,1,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,1,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,15-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65 Years old ＆ over,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,65-69 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,70-74 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,75-79 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80-84 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),82,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),82,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,80 Years old and over,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),82,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),85,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),85,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),85,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),85,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),85,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,85-89 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),85,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,85 - 89세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),90,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),90,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),90,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),90,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),90,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,90 Years old and over,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),90,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,90세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),95,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),95,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),95,0,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),95,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),95,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Certain conditions origina-ting in the perinatal period (P00-P96),Total,Age unknown,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),95,-,A,G,출생전후기에 기원한 특정병태 (P00-P96),계,연령미상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,1,Certain conditions origina-ting in the perinatal period (P00-P96),Male,Total,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),00,183,A,G,출생전후기에 기원한 특정병태 (P00-P96),남자,계
